,Date,Close,t,P.SS_EW,P.SS_EF,P.S_EW,P.S_EF,P.M_EW,P.M_EF,P.L_EW,P.L_EF,N.SS_EW,N.SS_EF,N.S_EW,N.S_EF,N.M_EW,N.M_EF,N.L_EW,N.L_EF
2033,2011-02-03,1307.099976,2011.0904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,2011-02-04,1310.869995,2011.09315068493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,2011-02-07,1319.050049,2011.10136986301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,2011-02-08,1324.569946,2011.10410958904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,2011-02-09,1320.880005,2011.10684931507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,2011-02-10,1321.869995,2011.1095890411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,2011-02-11,1329.150024,2011.11232876712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,2011-02-14,1332.319946,2011.12054794521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,2011-02-15,1328.01001,2011.12328767123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,2011-02-16,1336.319946,2011.12602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,2011-02-17,1340.430054,2011.12876712329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,2011-02-18,1343.01001,2011.13150684931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,2011-02-22,1315.439941,2011.14246575342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,2011-02-23,1307.400024,2011.14520547945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,2011-02-24,1306.099976,2011.14794520548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,2011-02-25,1319.880005,2011.15068493151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,2011-02-28,1327.219971,2011.15890410959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,2011-03-01,1306.329956,2011.16164383562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,2011-03-02,1308.439941,2011.16438356164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,2011-03-03,1330.969971,2011.16712328767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,2011-03-04,1321.150024,2011.1698630137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,2011-03-07,1310.130005,2011.17808219178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,2011-03-08,1321.819946,2011.18082191781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,2011-03-09,1320.02002,2011.18356164384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,2011-03-10,1295.109985,2011.18630136986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,2011-03-11,1304.280029,2011.18904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,2011-03-14,1296.390015,2011.19726027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,2011-03-15,1281.869995,2011.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,2011-03-16,1256.880005,2011.20273972603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,2011-03-17,1273.719971,2011.20547945205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,2011-03-18,1279.209961,2011.20821917808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,2011-03-21,1298.380005,2011.21643835616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,2011-03-22,1293.77002,2011.21917808219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,2011-03-23,1297.540039,2011.22191780822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,2011-03-24,1309.660034,2011.22465753425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,2011-03-25,1313.800049,2011.22739726027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,2011-03-28,1310.189941,2011.23561643836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,2011-03-29,1319.439941,2011.23835616438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,2011-03-30,1328.26001,2011.24109589041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,2011-03-31,1325.829956,2011.24383561644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,2011-04-01,1332.410034,2011.24657534247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,2011-04-04,1332.869995,2011.25479452055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,2011-04-05,1332.630005,2011.25753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,2011-04-06,1335.540039,2011.2602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,2011-04-07,1333.51001,2011.26301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,2011-04-08,1328.170044,2011.26575342466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079,2011-04-11,1324.459961,2011.27397260274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,2011-04-12,1314.160034,2011.27671232877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,2011-04-13,1314.410034,2011.27945205479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,2011-04-14,1314.52002,2011.28219178082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083,2011-04-15,1319.680054,2011.28493150685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,2011-04-18,1305.140015,2011.29315068493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,2011-04-19,1312.619995,2011.29589041096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,2011-04-20,1330.359985,2011.29863013699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,2011-04-21,1337.380005,2011.30136986301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,2011-04-25,1335.25,2011.31232876712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,2011-04-26,1347.23999,2011.31506849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,2011-04-27,1355.660034,2011.31780821918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,2011-04-28,1360.47998,2011.32054794521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,2011-04-29,1363.609985,2011.32328767123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,2011-05-02,1361.219971,2011.33150684932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,2011-05-03,1356.619995,2011.33424657534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,2011-05-04,1347.319946,2011.33698630137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,2011-05-05,1335.099976,2011.3397260274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,2011-05-06,1340.199951,2011.34246575342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,2011-05-09,1346.290039,2011.35068493151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,2011-05-10,1357.160034,2011.35342465753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,2011-05-11,1342.079956,2011.35616438356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,2011-05-12,1348.650024,2011.35890410959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,2011-05-13,1337.77002,2011.36164383562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,2011-05-16,1329.469971,2011.3698630137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,2011-05-17,1328.97998,2011.37260273973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,2011-05-18,1340.680054,2011.37534246575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106,2011-05-19,1343.599976,2011.37808219178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,2011-05-20,1333.27002,2011.38082191781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2108,2011-05-23,1317.369995,2011.38904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2109,2011-05-24,1316.280029,2011.39178082192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,2011-05-25,1320.469971,2011.39452054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2111,2011-05-26,1325.689941,2011.39726027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,2011-05-27,1331.099976,2011.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,2011-05-31,1345.199951,2011.41095890411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2114,2011-06-01,1314.550049,2011.41369863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,2011-06-02,1312.939941,2011.41643835616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2116,2011-06-03,1300.160034,2011.41917808219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2117,2011-06-06,1286.170044,2011.42739726027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2118,2011-06-07,1284.939941,2011.4301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2119,2011-06-08,1279.560059,2011.43287671233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2120,2011-06-09,1289,2011.43561643836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121,2011-06-10,1270.97998,2011.43835616438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,2011-06-13,1271.829956,2011.44657534247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2123,2011-06-14,1287.869995,2011.44931506849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,2011-06-15,1265.420044,2011.45205479452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2125,2011-06-16,1267.640015,2011.45479452055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2126,2011-06-17,1271.5,2011.45753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,2011-06-20,1278.359985,2011.46575342466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2128,2011-06-21,1295.52002,2011.46849315068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2129,2011-06-22,1287.140015,2011.47123287671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,2011-06-23,1283.5,2011.47397260274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2131,2011-06-24,1268.449951,2011.47671232877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2132,2011-06-27,1280.099976,2011.48493150685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2133,2011-06-28,1296.670044,2011.48767123288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,2011-06-29,1307.410034,2011.4904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135,2011-06-30,1320.640015,2011.49315068493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136,2011-07-01,1339.670044,2011.49589041096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137,2011-07-05,1337.880005,2011.50684931507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138,2011-07-06,1339.219971,2011.5095890411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139,2011-07-07,1353.219971,2011.51232876712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140,2011-07-08,1343.800049,2011.51506849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141,2011-07-11,1319.48999,2011.52328767123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142,2011-07-12,1313.640015,2011.52602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143,2011-07-13,1317.719971,2011.52876712329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144,2011-07-14,1308.869995,2011.53150684932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145,2011-07-15,1316.140015,2011.53424657534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146,2011-07-18,1305.439941,2011.54246575342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147,2011-07-19,1326.72998,2011.54520547945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2148,2011-07-20,1325.839966,2011.54794520548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2149,2011-07-21,1343.800049,2011.55068493151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2150,2011-07-22,1345.02002,2011.55342465753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2151,2011-07-25,1337.430054,2011.56164383562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2152,2011-07-26,1331.939941,2011.56438356164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2153,2011-07-27,1304.890015,2011.56712328767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2154,2011-07-28,1300.670044,2011.5698630137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2155,2011-07-29,1292.280029,2011.57260273973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2156,2011-08-01,1286.939941,2011.58082191781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2157,2011-08-02,1254.050049,2011.58356164384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2158,2011-08-03,1260.339966,2011.58630136986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,2011-08-04,1200.069946,2011.58904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2160,2011-08-05,1199.380005,2011.59178082192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161,2011-08-08,1119.459961,2011.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2162,2011-08-09,1172.530029,2011.60273972603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163,2011-08-10,1120.76001,2011.60547945205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,2011-08-11,1172.640015,2011.60821917808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165,2011-08-12,1178.810059,2011.61095890411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166,2011-08-15,1204.48999,2011.61917808219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2167,2011-08-16,1192.76001,2011.62191780822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2168,2011-08-17,1193.890015,2011.62465753425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169,2011-08-18,1140.650024,2011.62739726027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,2011-08-19,1123.530029,2011.6301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,2011-08-22,1123.819946,2011.63835616438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2172,2011-08-23,1162.349976,2011.64109589041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,2011-08-24,1177.599976,2011.64383561644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,2011-08-25,1159.27002,2011.64657534247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2175,2011-08-26,1176.800049,2011.64931506849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2176,2011-08-29,1210.079956,2011.65753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2177,2011-08-30,1212.920044,2011.6602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2178,2011-08-31,1218.890015,2011.66301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2179,2011-09-01,1204.420044,2011.66575342466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2180,2011-09-02,1173.969971,2011.66849315068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2181,2011-09-06,1165.23999,2011.67945205479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2182,2011-09-07,1198.619995,2011.68219178082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2183,2011-09-08,1185.900024,2011.68493150685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,2011-09-09,1154.22998,2011.68767123288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,2011-09-12,1162.27002,2011.69589041096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,2011-09-13,1172.869995,2011.69863013699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,2011-09-14,1188.680054,2011.70136986301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,2011-09-15,1209.109985,2011.70410958904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,2011-09-16,1216.01001,2011.70684931507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2190,2011-09-19,1204.089966,2011.71506849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2191,2011-09-20,1202.089966,2011.71780821918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192,2011-09-21,1166.76001,2011.72054794521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2193,2011-09-22,1129.560059,2011.72328767123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,2011-09-23,1136.430054,2011.72602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2195,2011-09-26,1162.949951,2011.73424657534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2196,2011-09-27,1175.380005,2011.73698630137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197,2011-09-28,1151.060059,2011.7397260274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2198,2011-09-29,1160.400024,2011.74246575342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2199,2011-09-30,1131.420044,2011.74520547945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200,2011-10-03,1099.22998,2011.75342465753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2201,2011-10-04,1123.949951,2011.75616438356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,2011-10-05,1144.030029,2011.75890410959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,2011-10-06,1164.969971,2011.76164383562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2204,2011-10-07,1155.459961,2011.76438356164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2205,2011-10-10,1194.890015,2011.77260273973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2206,2011-10-11,1195.540039,2011.77534246575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2207,2011-10-12,1207.25,2011.77808219178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,2011-10-13,1203.660034,2011.78082191781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,2011-10-14,1224.579956,2011.78356164384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,2011-10-17,1200.859985,2011.79178082192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,2011-10-18,1225.380005,2011.79452054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2212,2011-10-19,1209.880005,2011.79726027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,2011-10-20,1215.390015,2011.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2214,2011-10-21,1238.25,2011.80273972603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2215,2011-10-24,1254.189941,2011.81095890411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,2011-10-25,1229.050049,2011.81369863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2217,2011-10-26,1242,2011.81643835616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,2011-10-27,1284.589966,2011.81917808219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2219,2011-10-28,1285.089966,2011.82191780822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2220,2011-10-31,1253.300049,2011.8301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2221,2011-11-01,1218.280029,2011.83287671233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,2011-11-02,1237.900024,2011.83561643836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2223,2011-11-03,1261.150024,2011.83835616438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2224,2011-11-04,1253.22998,2011.84109589041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2225,2011-11-07,1261.119995,2011.84931506849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2226,2011-11-08,1275.920044,2011.85205479452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,2011-11-09,1229.099976,2011.85479452055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,2011-11-10,1239.699951,2011.85753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,2011-11-11,1263.849976,2011.8602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,2011-11-14,1251.780029,2011.86849315069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2231,2011-11-15,1257.810059,2011.87123287671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2232,2011-11-16,1236.910034,2011.87397260274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2233,2011-11-17,1216.130005,2011.87671232877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2234,2011-11-18,1215.650024,2011.87945205479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,2011-11-21,1192.97998,2011.88767123288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2236,2011-11-22,1188.040039,2011.8904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,2011-11-23,1161.790039,2011.89315068493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2238,2011-11-25,1158.670044,2011.89863013699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,2011-11-28,1192.550049,2011.90684931507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2240,2011-11-29,1195.189941,2011.9095890411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2241,2011-11-30,1246.959961,2011.91232876712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2242,2011-12-01,1244.579956,2011.91506849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,2011-12-02,1244.280029,2011.91780821918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2244,2011-12-05,1257.079956,2011.92602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2245,2011-12-06,1258.469971,2011.92876712329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,2011-12-07,1261.01001,2011.93150684932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2247,2011-12-08,1234.349976,2011.93424657534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,2011-12-09,1255.189941,2011.93698630137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2249,2011-12-12,1236.469971,2011.94520547945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250,2011-12-13,1225.72998,2011.94794520548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2251,2011-12-14,1211.819946,2011.95068493151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,2011-12-15,1215.75,2011.95342465753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2253,2011-12-16,1219.660034,2011.95616438356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,2011-12-19,1205.349976,2011.96438356164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,2011-12-20,1241.300049,2011.96712328767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2256,2011-12-21,1243.719971,2011.9698630137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2257,2011-12-22,1254,2011.97260273973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2258,2011-12-23,1265.329956,2011.97534246575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2259,2011-12-27,1265.430054,2011.98630136986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260,2011-12-28,1249.640015,2011.98904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2261,2011-12-29,1263.02002,2011.99178082192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2262,2011-12-30,1257.599976,2011.99452054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,2012-01-03,1277.060059,2012.00546448087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2264,2012-01-04,1277.300049,2012.00819672131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,2012-01-05,1281.060059,2012.01092896175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2266,2012-01-06,1277.810059,2012.01366120219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,2012-01-09,1280.699951,2012.0218579235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268,2012-01-10,1292.079956,2012.02459016393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2269,2012-01-11,1292.47998,2012.02732240437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,2012-01-12,1295.5,2012.03005464481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,2012-01-13,1289.089966,2012.03278688525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,2012-01-17,1293.670044,2012.04371584699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,2012-01-18,1308.040039,2012.04644808743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,2012-01-19,1314.5,2012.04918032787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,2012-01-20,1315.380005,2012.05191256831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2276,2012-01-23,1316,2012.06010928962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2277,2012-01-24,1314.650024,2012.06284153005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2278,2012-01-25,1326.060059,2012.06557377049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2279,2012-01-26,1318.430054,2012.06830601093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,2012-01-27,1316.329956,2012.07103825137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
